fecha_creacion,producto,tipo_trabajo,tipo_cliente,descripcion,servicio_urgente,critico,fuente,Propenso_a_Fallar
7/02/2025,LAV IVY 19 KG_9002779_LAV IVY 19 KG D NE,SE APAGA,No Aplica,"Fecha de compra: 9/12/2024
Referencia/Modelo: LAV 19
Falla: ME INDICA QUE LA LAV SE PAUSA Y NO TERMINA SU PROCESO
correo:COLLAZOSORTIZNATALYALEJANDRA@GMAIL.COM
Se informa:
MODIFICACIÓN O CANCELACIÓN
POLTICA DE GARANTIA Y COBRO",False,False,Línea Servicio,0
7/02/2025,NEVERA SIN ESCARCHA 230 L_9002088_N SIBERIA 230 SE 2P DA MI TI,DESAJUSTE DE PIEZAS Y PARTES,No Aplica,"SE PROGRAMA POR ESTA FALLA POR QUE NO ESTA MUCHO FRIO 
REF:NEVERA 226LT SE HACEB 
FC:OCT/2024
FALLA:ESTA CONGELANDO DEMACIADO EN EL REFRIGERADOR 
OBSERV:SE HACEN PREGUNTAS DE DESCARTE
POLI/GAR/COB:SI",False,False,Línea Servicio,0
10/02/2025,NEVERA SIN ESCARCHA 290 L_9002261_N SIBERIA 290 SE DA ME NE DELTA,NO ENFRÍA,No Aplica,"Fecha de compra: 10 ABRIL 2024 
Referencia/Modelo: NEVERA 
Falla: NO ENFRÍA., 
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,0
10/02/2025,NEVERA HIMALAYA 447 L_9002093_N HIMALAYA 447 SE DA TI,NO ENFRÍA,No Aplica,"FECHA DE COMPRA : 2019 
REFERENCIA/MODELO : N HIMALAYA 447 SE DA TI
FALLA : INFORMA QUE TIENE FALLA EN EL COMPRESOR 
SE INFORMA : POLITICA GARANTIA -CONFIRMACION",False,False,Línea Servicio,0
10/02/2025,LAV 0700_9001652_LAV SA 0700 BL,BOTA AGUA,No Aplica,"*Importante: Le indicamos que no se le garantiza la visita, nos apoyamos de líderes para el agendamiento del servicio, se le indica que queda en validación la atención del servicio*_x000D_
_x000D_
REFERENCIA: LAV SA 0700 BL MARCA HACEB _x000D_
FECHA DE COMPRA: 01-MAYO-2024",False,False,WhatsApp,0
10/02/2025,LAV M1305_9001761_LAV M1305 OX,NO PRENDE,No Aplica,"Marca: HACEB
Producto: LAV M1305 OX
Motivo de llamada: NO PRENDE 
Fecha de compra:  6 AÑOS APROX 
Asesoría: CONECTADA  A TOMA CORRIENTE, BUENA ENERGÍA
Políticas: POLÍTICA DE GARANTÍA  / COBRO /  CANCELACIÓN Y MODIFICACIÓN",True,False,Línea Servicio,0
10/02/2025,LAV SA 7 BL_9003009_LAV 7 KG SA BL,BOTA AGUA,No Aplica,"MARCA:HACEB 
FECHA DE COMPRA:FEB/2024
REFERENCIA: LAV SA 7 BL_9003009_LAV 7 KG SA BL
MOTIVO: BOTA AGUA POR DEBAJO DE LA SECADORA  
ASESORIA:
POLITICA DE COBRO
POLITICA DE MODIFICACION Y CANCELACIÓN",False,False,Línea Servicio,0
10/02/2025,ESTUFA GAS_9002413_ESTUFA ROMERO CRISTAL 50 GN INOX,DESPRENDIMIENTO DE LLAMA,No Aplica,"MARCA HACEB_x000D_
PRODUCTO :  ESTUFA ROMERO_x000D_
FECHA DE COMPRA: 2025_x000D_
FALLA : SE DESPRENDE LA LLAMA_x000D_
ASESORIA OK_x000D_
SE BRINDAN POLÍTICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN_x000D_
SE BRINDA POLÍTICA DE REPUESTOS",False,False,Línea Servicio,0
11/02/2025,NEVERA HIMALAYA 375 L_9001622_N HIMALAYA 375 SE DA TI,MAL OLOR Y/O SABOR,No Aplica,"Fecha de compra: 2016
Referencia/Modelo: NEVERA 9001622
Falla: ME INDICA QUE TIENE MAL OLOR
correo:ISABELCORZO81@GMAIL.COM
Se informa:
MODIFICACIÓN O CANCELACIÓN
POLITICA DE GARANTIA Y COBRO",True,False,Línea Servicio,0
11/02/2025,NEVERA SIN ESCARCHA 448 L_9003307_NEV ALC 448 SE PD ME INOX INV,NO FABRICA HIELO,No Aplica,"MARCA: HACEB
PRODUCTO: NEV ALS 448L SE DA ME INOX
SAP: _9003307_
FECHA DE COMPRA:DIC 27-2024
FALLA: BOTA AGUA Y SE LE FORMA CHARCOS. 
ASESORIAS:SE LE HIZO ASESORIAS DESDE LA TIENDA. 
POLITICAS: COBRO-GARANTIA/CANCELACION Y MODIFICACIÓN.

(SE INDICA UNA FA",False,False,Línea Servicio,0
11/02/2025,NEVERA HIMALAYA 430 L_9001624_N HIMALAYA 430 SE DA  TI,NO ENFRÍA,No Aplica,"NEVERA HIMALAYA 430 L_9001624_N HIMALAYA 430 SE DA  TI
Fecha de compra:
13/2/2019
HACE ESCARCHA  Y PASA MUY POCO FRIO ABAJO 
ASESORIAS OK
AL COBRO",False,False,Línea Servicio,0
11/02/2025,CUBIERTAS GAS_9000742_CUB ASL CG 60 INOX ML GN,FUGA DE GAS COMBUSTIBLE,Frecuente,"REFERENCIA:  CUB ASL CG 60 INOX ML GN
SAP: 9000742
FECHA DE COMPRA: 20/12/2024
FALLA: OLOR A GAS
POL: GARANTIA/CANCELACIÓN",False,False,Línea Servicio,1
11/02/2025,HORNO 60 GAS_9001886_HX MASALA 60 INOX GN,FUGA DE GAS COMBUSTIBLE,Frecuente,"REFERENCIA:  HX MASALA 60 INOX GN
SAP:  9001886
FECHA DE COMPRA: 20/12/2024
FALLA: OLOR A GAS
POL: GARANTIA/CANCELACIÓN",False,False,Línea Servicio,1
11/02/2025,LAV ZOU 20 KG_9002782_LAV ZOÜ 20 KG D NE,NO BOTA EL AGUA,No Aplica,"FALLA: NO BOTA EL AGUA 
REFERANCIA: LAV 20 KG 
FECHA DE COMPRA: NOV 2024
SE INFORMA: POL.GARANTIA Y COBRO
INFORMA QUE NO LE BOTA EL AGUA POR LA MAGUERA DEL DESAGUE LE APARECE ERROR E91",False,False,Línea Servicio,0
11/02/2025,LAV MIZÜ 18 KG_9002785_LAV MIZÜ 18 KG M NE,HIZO CORTO,No Aplica,"MARCA:  HACEB    
PRODUCTO: LAVADORA 9002785
MOTIVO LLAMADA:   PROBLEMAS CON EL TABLERO EMPEZO A TITILAR
FECHA COMPRA:  JULIO 2024
ASESORIA: OK
POLÍTICAS: GARANTÍA   /  CANCELACIÓN O MODIFICACIÓN DEL SERVICIO",False,False,Línea Servicio,0
11/02/2025,ALQUILER NEV SE 30D_584_ALQUILER NEVERA SIN ESCARCHA 30D,ALQUILER DE PRODUCTOS,No Aplica,NEV MEDIANA X 30 DÍAS $ 129.044,False,False,Línea Servicio,0
11/02/2025,LAV IVY 19 KG_9002898_LAV IVY 19 KG D AZ,RUIDO,Reincidente,"Fecha de compra: 28 FEBRERO 2024 
Referencia/Modelo: LAVADORA 
Falla: TIENE RUIDO 
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,0
11/02/2025,ESTUFA 50 GAS_9002399_ESTUFA ROMERO 50-T GN PL,NO PRENDE,Reincidente,"MARCA: HACEB
REF:ESTUFA ROMERO 50-T GN PL
SAP: 9002399
FC: 14 ENERO 2025

FALLA: NO PRENDE GRATINADOR

ASESOR HACE DESCARTES E INFORMA POLÍTICA DE GARANTÍA",False,False,WhatsApp,0
11/02/2025,LAV MIZÜ 18 KG_9002785_LAV MIZÜ 18 KG M NE,NO LAVA,Reincidente,"MARCA: HACEB
REF:LAV MIZÜ 18 KG_9002785_LAV MIZÜ 18 KG M NE
SAP: 9002785
FC: 15 Enero 2025 

FALLA: se bloquea en el minuto 20 no termina el ciclo  

ASESOR HACE DESCARTES E INFORMA POLÍTICA DE GARANTÍA",False,False,WhatsApp,0
11/02/2025,ESTUFA GAS_9002110_ESTUFA OREGANO 60-VF GP INOX,CONVERSION DE PRODUCTO,Reincidente,"Servicio de PREVENTA para una conversiones de estufa de gas propano a gas natural  
Cliente: electromillonaria  
Nit: 900738718-2 
Celular: 310 5186113 
Encargado: Deicy insuasti ortega  
Dirección:Cra 20a # 16-52  
 Nariño en la ciudad de Pasto, Nariño  ",False,False,WhatsApp,0
11/02/2025,NEVERA SIN ESCARCHA 240 L_9002966_N 243 SE MI PLOMO,NO ENFRÍA,No Aplica,"MARCA:  HACEB    
PRODUCTO: NEVERA  9002966
MOTIVO LLAMADA:   CONGELA PERO NO ENFRIA ABAJO, TIENE UN RUIDO
FECHA COMPRA: 30/12/2023
ASESORIA: OK/
POLÍTICAS: GARANTÍA    /COBRO/  CANCELACIÓN O MODIFICACIÓN DEL SERVICI",False,False,Línea Servicio,0
11/02/2025,LAV PANDORA 17_9002138_LAV M PANDORA 17 OX,MTTO PREVENTIVO,No Aplica,"MARCA: HACEB
PRODUCTO: LAVADORA
MOTIVO DE LLAMADA: MANTENIMIENTO
ASESORÍAS: TRABAJO A REALIZAR
FECHA DE COMPRA: 2019
POLÍTICAS: GARANTÍA, COBRO",False,False,Línea Servicio,0
11/02/2025,COCINETA ELECTRICA_9000681_COCINETA AR ELEC-1,NO CALIENTA,Reincidente,"**SERVICIO  TÉCNICO** _x000D_
 _x000D_
Marca: HACEB_x000D_
Referencia /Modelo:    COCINETA AR ELEC-1     _x000D_
Falla:   NO CALIENTA                                 _x000D_
Fecha compra: 10/02/2025    _x000D_
_x000D_
Se informa:_x000D_
_x000D_
SE INFORMA POLÍTICAS DE GARANTIA/COBRO  (IVR)_x000D_
SE INFORMA POLÍTI",False,False,Línea Servicio,1
11/02/2025,COCINETA ELECTRICA_9000681_COCINETA AR ELEC-1,NO CALIENTA,Reincidente,"**SERVICIO  TÉCNICO** 
 
Marca: HACEB
Referencia /Modelo:    COCINETA AR ELEC-1     
Falla:   NO CALIENTA                                       
Fecha compra: 08/02/2025

Se informa:

SE INFORMA POLÍTICAS DE GARANTIA/COBRO  (IVR)
SE INFORMA POLÍTICA DE CO",False,False,Línea Servicio,1
11/02/2025,LAVADORA AS 550_9001164_LAV AS 550 PL,MTTO PREVENTIVO,No Aplica,"MARCA: HACEB
FALLA: MTTO PREVENTIVO 
PRODUCTO: LAV AS 550 PL
FC: 5 AÑOS APROX
CONTACTOS: 3006135620
POLÍTICA DE COBRO/CANCE:OK...
POLÍTICA DE REPUESTO: OK
ASESORIA: SIN FALLA.",False,False,WhatsApp,0
11/02/2025,COCINETA ELECTRICA_9000684_COCINETA AR ELEC-2,NO CALIENTA,No Aplica,"* Nos puede recibir MARTES-DOM de 8-12 y 2-6 pm *_x000D_
* Producto de usuaria LEIDY QUESADA pero llevado al almacén **_x000D_
_x000D_
SERVICIO GARANTIA/COBRO_x000D_
Referencia: COCINETA EE 2P_x000D_
Fecha de compra: 29 OCT 2024 _x000D_
Falla: una resistencia no calienta y la otra calienta ",False,False,Línea Servicio,0
11/02/2025,CUBIERTAS GAS_9000695_CUB AS CG 66 INOX GN ML,NO PRENDE,No Aplica,"Fecha de compra: 2 AÑOS 
Referencia/Modelo: CUB AS CG 66 INOX GN ML
Falla: PERILLA PEGADO NO PRENDE. 

Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,0
11/02/2025,9000177_NEV ARF 219L CE 1P DA TI 220V,NO ENFRÍA,No Aplica,"REF:NEV 220 HACEB
SAP:NO INDICA
FC:7 FEB 2025
FALLA: No está enfriando
VALIDACIONES: OK",False,False,WhatsApp,0
11/02/2025,NEVERA SIN ESCARCHA 240 L_9002966_N 243 SE MI PLOMO,CARGA DE GAS REFRIGERANTE,Reincidente,"PRODUCTO EN ALMACEN LOCAL 2, ALMACEN ELECTRO ROCHY
PREGUNTAR POR :MARIA CONCEPCION
CELULAR : 3004141747
HORARIO DE ALMA CEN 8 AM A 6:30

POLITICA DE COBRO/GARANTIA
PRODUCTO: NEVERA NEV 243
FECHA DE COMPRA: 08 DE ENERO DE 2025
FALLA: CLIENTE SOLICITA EL SE",False,False,Línea Servicio,0
11/02/2025,9002741_NEV 243 SE MI TI R2,NO ENFRÍA,Reincidente,"MARCA: HACEB
PRODUCTO: LAVADORA
MOTIVO DE LLAMADA: NO ENFRIA  
ASESORÍAS: 
FECHA DE COMPRA: PREVENTA, YA ES LA SEGUNDA VEZ QUE SE SOLICITA EL SERVICIO POR EL MISMO PROBLEMA 
POLÍTICAS: GARANTÍA, COBRO",False,False,Línea Servicio,0
11/02/2025,9002753_NEV 404 SE TI R2,DESAJUSTE DE PARTES,Reincidente,"REFERENCIA: NEV 404 SE TI R2
SAP:  9002753
FECHA DE COMPRA: 02/2024
FALLA:  EN LA PARTE DEL CONGELADOR SE ESTA DESAJUSTANDO
POL: GARANTIA/CANCELACIÓN",False,False,Línea Servicio,0
11/02/2025,9002741_NEV 243 SE MI TI R2,NO ENFRÍA,No Aplica,"Fecha de compra: 09/10/2024_x000D_
Referencia/Modelo: NEVERA 243 _x000D_
Falla: NO ENFRIA NO CONGELA  TIENEN ALIMENTOS QUE SE PUEDEN DAÑAR_x000D_
correo:ORTIZWILLIAM97@GMAIL.COM_x000D_
Se informa:_x000D_
MODIFICACIÓN O CANCELACIÓN_x000D_
POLITICA DE GARANTIA Y COBRO",True,False,Línea Servicio,0
11/02/2025,9003123_NEV ALC 404 SE DA MI PLOMO R2,NO ENFRÍA,No Aplica,"Fecha de compra: 29/01/2025
Referencia/Modelo: NEVERA 404 MI
Falla: HACE ESCARCHA EN LA PARTE DEL CONGELADOR 
correo:MARIAQ010559@GMAIL.COM
Se informa:
MODIFICACIÓN O CANCELACIÓN
POLITICA DE GARANTIA Y COBRO 
ALMACEN BRINDA ASESORIA",False,False,Línea Servicio,0
11/02/2025,LAV SA 7 BL_9003009_LAV 7 KG SA BL,NO LAVA,No Aplica,"PRODUCTO: LAV 7 KG SEMI 
HACEB
FALLA:NO LAVA 
FC: 27/04/2024
VALIDACIONES: REPORTAN SERVICIO DESDE EL ALMACEN, INFORMA QUE NO LAVA 
ASESORIAS CON LA CLIENTE, CONFIRMA OK

POLITICA GARANTIA/COBRO OK
POLITICA CONFIRMACION/MODIFICACION/CANCELACION OK",False,False,Línea Servicio,0
11/02/2025,AIRE ACONDICIONADO 9000 BTU_9002097_AA BARU 9 ON/OFF 110,NO ENFRÍA,No Aplica,"FALLA: Cliente indica que se apaga el aire y no enfría

-CASO HOMECENTER. - POR FAVOR GARANTIZAR QUE EL USUARIO FIRME LA FACTURA 
EN CASO DE NO DAR SOLUCIÓN O NO PRESENTAR FALLA POR FAVOR TOMAR  EVIDENCIAS CON EL FIN DE TENER INFORMACIÓN PRECISA PARA  DAR",False,False,Distribuidor,0
11/02/2025,LAV IVY 18 KG_9002781_LAV IVY 18 KG D GC,NO EXPRIME,Reincidente,"REFERENCIA: LAVADORA IVY 18 KG
FALLA: SE DEMORA MUCHO HACIENDO EL CICLO, SE PAUSA MUCHAS VECES DURANTE EL CICLO, 
FECHA DE COMPRA: 24 DE ENERO DE 2024
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN
NOTA: SERVICIO ANTERIOR  SA-593463, C",False,False,Línea Servicio,0
11/02/2025,NEVERA SIN ESCARCHA 448 L_9003120_NEV ALC 448 SE DA ME NE R2,NO ENFRÍA,No Aplica,"REF:NEV ALC 448 SE DA ME NE R2
SAP:9003120
FC:13/01/2025
FALLA:la nevera no está enfriando lo suficiente en la parte de abajo.
VALIDACIONES: OK",False,False,WhatsApp,0
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"Producto: 9002406
Motivo de visita: Conversión de GP a GN
Fecha de compra:  Preventa
Políticas: Política de cancelación o modificación.

Centro de costos #4012
Datos de quien recibe al técnico: 
Catalina Cerón
3008283107
Horarios del almacén: 08:30 a 18:0",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002398_ESTUFA ROMERO 50-T GP NE,CONVERSION DE PRODUCTO,Reincidente,"Producto: 9002398 
Motivo de visita: Conversión de GP a GN
Fecha de compra:  Preventa
Políticas: Política de cancelación o modificación.

Centro de costos #4012
Datos de quien recibe al técnico: 
Catalina Cerón
3008283107
Horarios del almacén: 08:30 a 18:",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"CONVERSION GP A GN
CENTRO DE COSTOS 4012
PREVENTA
CATALINA CERON
CELULAR 3008283107
CUALQUIER FRANJA HORARIA",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002398_ESTUFA ROMERO 50-T GP NE,CONVERSION DE PRODUCTO,Reincidente,"CONVERSION GP A GN
CENTRO DE COSTOS 4012
PREVENTA
CATALINA CERON
CELULAR 3008283107
CUALQUIER FRANJA HORARIA",False,False,Línea Servicio,1
11/02/2025,LAV ZOU 20 KG_9002782_LAV ZOÜ 20 KG D NE,NO EXPRIME,No Aplica,"REFERENCIA: LAVADORA 20 KG
FALLA: VENÍA TRABAJANDO BIEN Y  SE DEMORA MUCHO HACIENDO EL CICLO, HACE 7 VECES EL ENJUAGUE
FECHA DE COMPRA: DICIEMBRE DE 2024
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN",False,False,Línea Servicio,0
11/02/2025,CUBIERTAS GAS_9001648_CUB CG 60 ESM NEGRA ML GN,REPOSICIÓN,No Aplica,"SOLICITA Oscar Céspedes
9001648 - CUB ESM 60 
9000745 - CUB CRISTAL 60 
9002650 - CAMP 60",False,False,WhatsApp,0
11/02/2025,LAV IVY 19_9002542_LAV IVY 19 KG D GR,NO SELECCIONA PROGRAMA LAVADO,Reincidente,"REF:LAV IVY 19KG D GR 9002542
FCOMPRA:1 año
FALLA:no arranca las funciones
POLITICA MODIFICACIÓN/CANCELACIÓN
GARANTIA/COBRO",False,False,WhatsApp,0
11/02/2025,CAMPANA 60_9002653_CAMP TOFU DIG 60 V3,NO PRENDE,Reincidente,"SERVICIO ANTERIOR 
Marca: HACEB
Producto: CAMP TOFU DIG 60 V3
Motivo de llamada: EL CLIENTE TUVO UNA FUGA DE AGUA EN SU INFRAESTRUCTURA LO QUE HIZO QUE MOJARA Y LE ENTRARA AGUA AL PRODUCTO, CLIENTE DESEA QUE VAYA UN TECNICO A REVISAR
Fecha de la compra: 1",False,False,Línea Servicio,1
11/02/2025,CUBIERTAS ELECTRICAS_9002960_CUB INDUCCION 60 220V,NO PRENDE,Reincidente,"Marca: HACEB
Producto: CUB INDUCCION 60 220V
Motivo de llamada: EL CLIENTE TUVO UNA FUGA DE AGUA EN SU INFRAESTRUCTURA LO QUE HIZO QUE MOJARA Y LE ENTRARA AGUA AL PRODUCTO, CLIENTE DESEA QUE VAYA UN TECNICO A REVISAR
Fecha de la compra: 1 MES APROX
Asesor",False,False,Línea Servicio,1
11/02/2025,HORNO 60 ELECTRICO_9002380_HE TANDOORI DIGITAL NE,NO PRENDE,Reincidente,"Marca: HACEB
Producto: HE TANDOORI DIGITAL NE
Motivo de llamada: EL CLIENTE TUVO UNA FUGA DE AGUA EN SU INFRAESTRUCTURA LO QUE HIZO QUE MOJARA Y LE ENTRARA AGUA AL PRODUCTO, CLIENTE DESEA QUE VAYA UN TECNICO A REVISAR
Fecha de la compra: 1 MES APROX
Aseso",False,False,Línea Servicio,1
11/02/2025,NEVERA SIDE BY SIDE 533_9002555_SBS MAKALU 533 SE PD INOX R2,RUIDO,No Aplica,"Marca: HACEB
Producto: SBS MAKALU 533 SE PD INOX R2
Motivo de llamada: TIENE UN RUIDO FUERTE
Fecha de la compra:  31/10/2024
Asesorías: OK
Políticas: POSIBLE GARANTIA, CONFIRMACION/CANCELACION",False,False,Línea Servicio,0
11/02/2025,NEVERA SIN ESCARCHA 271 L_9002996_NEV 271 SE MI NI R2,NO ENFRÍA,Reincidente,"MARCA:  HACEB    
PRODUCTO:  NEVERA SIN ESCARCHA 271 L_9002996_NEV 271 SE MI NI R2
MOTIVO LLAMADA:  SOLICITA GARANTÍA DE SERVICIO PRESTADO CON ORDEN  SA-574122 Y QUE LA NEVERA SIGUE CON LE MISMO PROBLEMA
FECHA COMPRA: 31/JUL/2024
ASESORIA: OK
POLÍTICAS: P",False,False,Línea Servicio,0
11/02/2025,ALQUILER LAV PLUS 30D_592_ALQUILER LAVADORA PLUS 30D,ALQUILER DE PRODUCTOS,No Aplica,LAV MEDIANA X 30 DÍAS  $ 118.701,False,False,Línea Servicio,0
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"DIRECCION PALMIRA CR 27 #28-12
CELULAR 3106706039
MARIBEL FRANCO 
CONVERSION GP A GN
9002406 ESTUFA ROMERO REFLEX 50-V GP NE
CENTRO DE COSTOS 4012
8-6 JORNADA CONTINUA",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"DIRECCION PALMIRA CR 27 #28-12
CELULAR 3106706039
MARIBEL FRANCO 
CONVERSION GP A GN
9002406 ESTUFA ROMERO REFLEX 50-V GP NE
CENTRO DE COSTOS 4012
8-6 JORNADA CONTINUA",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"DIRECCION PALMIRA CR 27 #28-12
CELULAR 3106706039
MARIBEL FRANCO 
CONVERSION GP A GN
9002406 ESTUFA ROMERO REFLEX 50-V GP NE
CENTRO DE COSTOS 4012
8-6 JORNADA CONTINUA",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"DIRECCION PALMIRA CR 27 #28-12
CELULAR 3106706039
MARIBEL FRANCO 
CONVERSION GP A GN
9002406 ESTUFA ROMERO REFLEX 50-V GP NE
CENTRO DE COSTOS 4012
8-6 JORNADA CONTINUA",False,False,Línea Servicio,1
11/02/2025,AIRE ACONDICIONADO 12000 BTU_9002450_AA BARU 12 ON/OFF 110 BL,NO ENFRÍA,No Aplica,"29 DIC  2024
AIRE ACONDICIONADO 12000 BTU 9002450 
DICE QUE ENFRIA MUY POCO AUN ESTANDO EN EL MINIMO DE TEMPERATURA.
INSTALO UN TERCERO 
ASESORIAS OK 
GARANTIA",False,False,Línea Servicio,0
11/02/2025,ESTUFA GAS_9002398_ESTUFA ROMERO 50-T GP NE,CONVERSION DE PRODUCTO,Reincidente,"MARCA: haceb
REFERENCIA: ESTUFA GAS_9002398_ESTUFA ROMERO 50-T GP NE 
AÑO: 2025 
MOTIVO: conversio producto
SE BRINDA ASESORIA: si 
requiere conversion gas natural
POLITICA
mod y canc 

quien atiende: catalina acero
clular: 3008283107",False,False,Línea Servicio,1
11/02/2025,ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE,CONVERSION DE PRODUCTO,Reincidente,"MARCA: haceb
REFERENCIA:ESTUFA GAS_9002406_ESTUFA ROMERO REFLEX 50-V GP NE
AÑO: 2025 
MOTIVO: conversio producto
SE BRINDA ASESORIA: si 
requiere conversion gas natural
POLITICA
mod y canc 

quien atiende: catalina acero
clular: 3008283107",False,False,Línea Servicio,1
11/02/2025,LAV ZOU 16_9002536_LAV ZOÜ 16 KG D NE,NO LAVA,No Aplica,"REFERENCIA: LAV ZOÜ 16 KG D NE MARCA HACEB 
FECHA DE COMPRA: APROX 6 MESES
FALLA: ESTÁ GENERANDO ERROR E64.
VALIDACIONES: OK
************************
ACEPTA POLITICAS: OK
MOD/CANC: OK",False,False,WhatsApp,0
